ID,Class
AA0x3a4,0
AA0x3a6,0
AA0x3a7,0
AA0x3a8,0
AA0x3aa,0
AA0x3ab,0
AA0x3ae,0
AA0x3af,0
AA0x3b2,0
AA0x3b4,0
AA0x3b6,0
AA0x3b7,0
AA0x3b8,0
AA0x3b9,0
AA0x3ba,0
AA0x3bd,0
AA0x3be,0
AA0x3c3,0
AA0x3c6,0
AA0x3c7,0
AA0x3ca,0
AA0x3cb,0
AA0x3cd,0
AA0x3d2,0
AA0x3d3,0
AA0x3d6,0
AA0x3d7,0
AA0x3da,0
AA0x3dc,0
AA0x3dd,0
AA0x3df,0
AA0x3e0,0
AA0x3e1,0
AA0x3e2,0
AA0x3e3,0
AA0x3e6,0
AA0x3e7,0
AA0x3e9,0
AA0x3ec,0
AA0x3ed,0
AA0x3ee,0
AA0x3ef,0
AA0x3f0,0
AA0x3f2,0
AA0x3f3,0
AA0x3f4,0
AA0x3f6,0
AA0x3f7,0
AA0x3f8,0
AA0x3f9,0
AA0x3fc,0
AA0x3ff,0
AA0x401,0
AA0x402,0
AA0x403,0
AA0x404,0
AA0x406,0
AA0x407,0
AA0x409,0
AA0x40a,0
AA0x40b,0
AA0x40e,0
AA0x40f,0
AA0x410,0
AA0x411,0
AA0x412,0
AA0x413,0
AA0x414,0
AA0x416,0
AA0x418,0
AA0x41a,0
AA0x41b,0
AA0x420,0
AA0x421,0
AA0x423,0
AA0x424,0
AA0x425,0
AA0x426,0
AA0x427,0
AA0x428,0
AA0x42c,0
AA0x42f,0
AA0x430,0
AA0x431,0
AA0x432,0
AA0x436,0
AA0x438,0
AA0x439,0
AA0x43c,0
AA0x441,0
AA0x444,0
AA0x445,0
AA0x446,0
AA0x44c,0
AA0x44e,0
AA0x450,0
AA0x451,0
AA0x454,0
AA0x456,0
AA0x457,0
AA0x458,0
AA0x459,0
AA0x45a,0
AA0x45c,0
AA0x45d,0
AA0x45f,0
AA0x463,0
AA0x465,0
AA0x466,0
AA0x467,0
AA0x469,0
AA0x46a,0
AA0x46b,0
AA0x46c,0
AA0x46e,0
AA0x471,0
AA0x473,0
AA0x474,0
AA0x476,0
AA0x478,0
AA0x479,0
AA0x47a,0
AA0x47d,0
AA0x480,0
AA0x481,0
AA0x482,0
AA0x485,0
AA0x487,0
AA0x488,0
AA0x48a,0
AA0x48b,0
AA0x48f,0
AA0x491,0
AA0x495,0
AA0x498,0
AA0x499,0
AA0x49b,0
AA0x49f,0
AA0x4a1,0
AA0x4a2,0
AA0x4a3,0
AA0x4a4,0
AA0x4a8,0
AA0x4ab,0
AA0x4ac,0
AA0x4b0,0
AA0x4b2,0
AA0x4b4,0
AA0x4b5,0
AA0x4b8,0
AA0x4be,0
AA0x4c6,0
AA0x4cb,0
AA0x4cc,0
AA0x4cd,0
AA0x4d1,0
AA0x4d6,0
AA0x4d8,0
AA0x4d9,0
AA0x4da,0
AA0x4dc,0
AA0x4e3,0
AA0x4e4,0
AA0x4e5,0
AA0x4e8,0
AA0x4e9,0
AA0x4eb,0
AA0x4ef,0
AA0x4f0,0
AA0x4f1,0
AA0x4f2,0
AA0x4f5,0
AA0x4f6,0
AA0x4f8,0
AA0x4fb,0
AA0x4fd,0
AA0x4fe,0
AA0x4ff,0
AA0x500,0
AA0x501,0
AA0x502,0
AA0x504,0
AA0x506,0
AA0x507,0
AA0x508,0
AA0x512,0
AA0x514,0
AA0x517,0
AA0x51a,0
AA0x51c,0
AA0x520,0
AA0x523,0
AA0x524,0
AA0x526,0
AA0x528,0
AA0x529,0
AA0x52a,0
AA0x52c,0
AA0x52d,0
AA0x52e,0
AA0x530,0
AA0x531,0
AA0x533,0
AA0x535,0
AA0x537,0
AA0x539,0
AA0x53c,0
AA0x53f,0
AA0x542,0
AA0x543,0
AA0x544,0
AA0x545,0
AA0x546,0
AA0x547,0
AA0x548,0
AA0x54a,0
AA0x54b,0
AA0x54f,0
AA0x552,0
AA0x554,0
AA0x555,0
AA0x557,0
AA0x559,0
AA0x55b,0
AA0x55d,0
AA0x560,0
AA0x561,0
AA0x562,0
AA0x564,0
AA0x569,0
AA0x56b,0
AA0x56c,0
AA0x56e,0
AA0x56f,0
AA0x570,0
AA0x574,0
AA0x575,0
AA0x578,0
AA0x579,0
AA0x57a,0
AA0x57d,0
AA0x580,0
AA0x581,0
AA0x582,0
AA0x586,0
AA0x587,0
AA0x588,0
AA0x589,0
AA0x58a,0
AA0x58b,0
AA0x58c,0
AA0x590,0
AA0x592,0
AA0x596,0
AA0x598,0
AA0x599,0
AA0x59e,0
AA0x5a1,0
AA0x5a4,0
AA0x5a6,0
AA0x5a8,0
AA0x5a9,0
AA0x5aa,0
AA0x5ab,0
AA0x5ac,0
AA0x5ad,0
AA0x5ae,0
AA0x5af,0
AA0x5b0,0
AA0x5b1,0
AA0x5b3,0
AA0x5b4,0
AA0x5b7,0
AA0x5b8,0
AA0x5b9,0
AA0x5bc,0
AA0x5c1,0
AA0x5c3,0
AA0x5c5,0
AA0x5c6,0
AA0x5c7,0
AA0x5c9,0
AA0x5cb,0
AA0x5cd,0
AA0x5ce,0
AA0x5d0,0
AA0x5d1,0
AA0x5d2,0
AA0x5d3,0
AA0x5d6,0
AA0x5d7,0
AA0x5d8,0
AA0x5dd,0
AA0x5de,0
AA0x5df,0
AA0x5e1,0
AA0x5e4,0
AA0x5e6,0
AA0x5e8,0
AA0x5e9,0
AA0x5ef,0
AA0x5f0,0
AA0x5f1,0
AA0x5f2,0
AA0x5f5,0
AA0x5f6,0
AA0x5f9,0
AA0x5fa,0
AA0x5fb,0
AA0x5fc,0
AA0x5fd,0
AA0x601,0
AA0x605,0
AA0x607,0
AA0x608,0
AA0x60a,0
AA0x610,0
AA0x611,0
AA0x613,0
AA0x614,0
AA0x615,0
AA0x618,0
AA0x619,0
AA0x61b,0
AA0x61f,0
AA0x621,0
AA0x622,0
AA0x624,0
AA0x625,0
AA0x626,0
AA0x627,0
AA0x629,0
AA0x62a,0
AA0x62b,0
AA0x630,0
AA0x631,0
AA0x635,0
AA0x637,0
AA0x638,0
AA0x639,0
AA0x63b,0
AA0x63e,0
AA0x640,0
AA0x641,0
AA0x642,0
AA0x644,0
AA0x645,0
AA0x646,0
AA0x64b,0
AA0x64f,0
AA0x654,0
AA0x655,0
AA0x656,0
AA0x65a,0
AA0x65b,0
AA0x65d,0
AA0x660,0
AA0x661,0
AA0x663,0
AA0x666,0
AA0x668,0
AA0x66d,0
AA0x66e,0
AA0x66f,0
AA0x670,0
AA0x671,0
AA0x672,0
AA0x673,0
AA0x674,0
AA0x676,0
AA0x679,0
AA0x67b,0
AA0x67e,0
AA0x685,0
AA0x686,0
AA0x687,0
AA0x68b,0
AA0x68d,0
AA0x68e,0
AA0x691,0
AA0x692,0
AA0x693,0
AA0x694,0
AA0x695,0
AA0x696,0
AA0x697,0
AA0x69a,0
AA0x69b,0
AA0x69c,0
AA0x69d,0
AA0x6a3,0
AA0x6a4,0
AA0x6a7,0
AA0x6ab,0
AA0x6ac,0
AA0x6ae,0
AA0x6af,0
AA0x6b1,0
AA0x6b2,0
AA0x6b4,0
AA0x6b5,0
AA0x6b6,0
AA0x6b8,0
AA0x6b9,0
AA0x6bb,0
AA0x6bc,0
AA0x6c0,0
AA0x6c1,0
AA0x6c2,0
AA0x6c3,0
AA0x6c6,0
AA0x6ca,0
AA0x6cd,0
AA0x6d0,0
AA0x6d1,0
AA0x6d3,0
AA0x6d5,0
AA0x6d6,0
AA0x6d7,0
AA0x6d8,0
AA0x6d9,0
AA0x6db,0
AA0x6dd,0
AA0x6df,0
AA0x6e4,0
AA0x6e5,0
AA0x6e6,0
AA0x6e7,0
AA0x6e8,0
AA0x6eb,0
AA0x6ed,0
AA0x6ee,0
AA0x6ef,0
AA0x6f1,0
AA0x6f3,0
AA0x6f5,0
AA0x6f6,0
AA0x6f8,0
AA0x6fb,0
AA0x6fc,0
AA0x6fd,0
AA0x701,0
AA0x703,0
AA0x708,0
AA0x709,0
AA0x70a,0
AA0x70b,0
AA0x70c,0
AA0x70d,0
AA0x712,0
AA0x713,0
AA0x715,0
AA0x717,0
AA0x71d,0
AA0x71e,0
AA0x71f,0
AA0x725,0
AA0x726,0
AA0x727,0
AA0x72a,0
AA0x72d,0
AA0x72f,0
AA0x730,0
AA0x733,0
AA0x734,0
AA0x735,0
AA0x736,0
AA0x737,0
AA0x739,0
AA0x73a,0
AA0x73b,0
AA0x73d,0
AA0x73e,0
AA0x740,0
AA0x742,0
AA0x744,0
AA0x745,0
AA0x747,0
AA0x74b,0
AA0x74c,0
AA0x74d,0
AA0x750,0
AA0x751,0
AA0x752,0
AA0x753,0
AA0x755,0
AA0x756,0
AA0x757,0
AA0x758,0
AA0x759,0
AA0x75a,0
AA0x75b,0
AA0x75e,0
AA0x761,0
AA0x763,0
AA0x766,0
AA0x76a,0
AA0x76d,0
AA0x76e,0
AA0x76f,0
AA0x770,0
AA0x773,0
AA0x774,0
AA0x778,0
AA0x779,0
AA0x77a,0
AA0x77d,0
AA0x785,0
AA0x786,0
AA0x787,0
AA0x78a,0
AA0x78c,0
AA0x78e,0
AA0x78f,0
AA0x790,0
AA0x791,0
AA0x793,0
AA0x795,0
AA0x798,0
AA0x79a,0
AA0x79b,0
AA0x79c,0
AA0x79d,0
AA0x7a0,0
AA0x7a2,0
AA0x7a3,0
AA0x7a4,0
AA0x7a5,0
AA0x7a7,0
AA0x7a9,0
AA0x7aa,0
AA0x7ad,0
AA0x7af,0
AA0x7b0,0
AA0x7b1,0
AA0x7b2,0
AA0x7b3,0
AA0x7b5,0
AA0x7b7,0
AA0x7b9,0
AA0x7bb,0
AA0x7bc,0
AA0x7be,0
AA0x7c1,0
AA0x7c2,0
AA0x7c7,0
AA0x7c8,0
AA0x7c9,0
AA0x7ca,0
AA0x7cc,0
AA0x7cd,0
AA0x7ce,0
AA0x7d0,0
AA0x7d2,0
AA0x7d5,0
AA0x7d9,0
AA0x7dc,0
AA0x7dd,0
AA0x7de,0
AA0x7e1,0
AA0x7e5,0
AA0x7e9,0
AA0x7ec,0
AA0x7ed,0
AA0x7f0,0
AA0x7f2,0
AA0x7f3,0
AA0x7f4,0
AA0x7f5,0
AA0x7f6,0
AA0x7f8,0
AA0x7f9,0
AA0x7fb,0
AA0x7fc,0
AA0x7fd,0
AA0x7fe,0
AA0x7ff,0
AA0x800,0
AA0x801,0
AA0x802,0
AA0x806,0
AA0x808,0
AA0x809,0
AA0x80d,0
AA0x80f,0
AA0x811,0
AA0x817,0
AA0x81a,0
AA0x81c,0
AA0x81f,0
AA0x820,0
AA0x824,0
AA0x825,0
AA0x826,0
AA0x827,0
AA0x828,0
AA0x829,0
AA0x82b,0
AA0x82c,0
AA0x82d,0
AA0x82f,0
AA0x832,0
AA0x833,0
AA0x836,0
AA0x839,0
AA0x83a,0
AA0x83b,0
AA0x83c,0
AA0x83d,0
AA0x83f,0
AA0x840,0
AA0x841,0
AA0x842,0
AA0x844,0
AA0x846,0
AA0x84a,0
AA0x84d,0
AA0x850,0
AA0x854,0
AA0x855,0
AA0x856,0
AA0x858,0
AA0x85b,0
AA0x85c,0
AA0x85d,0
AA0x85f,0
AA0x860,0
AA0x862,0
AA0x864,0
AA0x865,0
AA0x867,0
AA0x86a,0
AA0x86b,0
AA0x86d,0
AA0x870,0
AA0x871,0
AA0x873,0
AA0x875,0
AA0x876,0
AA0x878,0
AA0x879,0
AA0x87a,0
AA0x87b,0
AA0x87f,0
AA0x880,0
AA0x881,0
AA0x883,0
AA0x886,0
AA0x888,0
AA0x889,0
AA0x88b,0
AA0x88d,0
AA0x88f,0
AA0x890,0
AA0x891,0
AA0x893,0
AA0x894,0
AA0x895,0
AA0x89b,0
AA0x89c,0
AA0x89d,0
AA0x8a1,0
AA0x8a2,0
AA0x8a4,0
AA0x8a6,0
AA0x8a7,0
AA0x8ad,0
AA0x8af,0
AA0x8b2,0
AA0x8b4,0
AA0x8b5,0
AA0x8b9,0
AA0x8ba,0
AA0x8bc,0
AA0x8be,0
AA0x8c1,0
AA0x8c2,0
AA0x8c3,0
AA0x8c5,0
AA0x8c7,0
AA0x8c9,0
AA0x8ce,0
AA0x8d1,0
AA0x8d2,0
AA0x8d5,0
AA0x8d6,0
AA0x8d7,0
AA0x8d9,0
AA0x8da,0
AA0x8db,0
AA0x8dc,0
AA0x8dd,0
AA0x8de,0
AA0x8df,0
AA0x8e0,0
AA0x8e1,0
AA0x8e2,0
AA0x8e6,0
AA0x8e7,0
AA0x8ea,0
AA0x8eb,0
AA0x8ef,0
AA0x8f0,0
AA0x8f1,0
AA0x8f2,0
AA0x8f3,0
AA0x8f5,0
AA0x8fa,0
AA0x8fb,0
AA0x8fd,0
AA0x8ff,0
AA0x901,0
AA0x902,0
AA0x905,0
AA0x906,0
AA0x909,0
AA0x90e,0
AA0x90f,0
AA0x912,0
AA0x913,0
AA0x914,0
AA0x916,0
AA0x917,0
AA0x91a,0
AA0x91b,0
AA0x91e,0
AA0x922,0
AA0x923,0
AA0x925,0
AA0x927,0
AA0x928,0
AA0x929,0
AA0x92a,0
AA0x92b,0
AA0x92d,0
AA0x92e,0
AA0x930,0
AA0x932,0
AA0x934,0
AA0x935,0
AA0x937,0
AA0x938,0
AA0x93c,0
AA0x93d,0
AA0x93e,0
AA0x940,0
AA0x942,0
AA0x943,0
AA0x946,0
AA0x947,0
AA0x948,0
AA0x949,0
AA0x94a,0
AA0x94b,0
AA0x94e,0
AA0x950,0
AA0x953,0
AA0x954,0
AA0x957,0
AA0x95b,0
AA0x95c,0
AA0x95d,0
AA0x964,0
AA0x965,0
AA0x966,0
AA0x969,0
AA0x96b,0
AA0x96c,0
AA0x96e,0
AA0x974,0
AA0x97a,0
AA0x97b,0
AA0x97c,0
AA0x97f,0
AA0x980,0
AA0x983,0
AA0x984,0
AA0x987,0
AA0x98b,0
AA0x98d,0
AA0x98f,0
AA0x992,0
AA0x993,0
AA0x994,0
AA0x997,0
AA0x999,0
AA0x99a,0
AA0x99d,0
AA0x99e,0
AA0x9a2,0
AA0x9a3,0
AA0x9a6,0
AA0x9b4,0
AA0x9b5,0
AA0x9b6,0
AA0x9b7,0
AA0x9b8,0
AA0x9b9,0
AA0x9bd,0
AA0x9bf,0
AA0x9c1,0
AA0x9c2,0
AA0x9c5,0
AA0x9c8,0
AA0x9c9,0
AA0x9ca,0
AA0x9cb,0
AA0x9cc,0
AA0x9cd,0
AA0x9cf,0
AA0x9d2,0
AA0x9d3,0
AA0x9d4,0
AA0x9d6,0
AA0x9d9,0
AA0x9da,0
AA0x9e2,0
AA0x9e5,0
AA0x9e7,0
AA0x9e8,0
AA0x9e9,0
AA0x9ec,0
AA0x9ed,0
AA0x9ef,0
AA0x9f0,0
AA0x9f2,0
AA0x9f3,0
AA0x9f4,0
AA0x9f8,0
AA0x9f9,0
AA0x9fb,0
AA0x9fc,0
AA0x9fe,0
AA0x9ff,0
AA0xa00,0
AA0xa01,0
AA0xa05,0
AA0xa06,0
AA0xa07,0
AA0xa0b,0
AA0xa0d,0
AA0xa0e,0
AA0xa0f,0
AA0xa11,0
AA0xa12,0
AA0xa16,0
AA0xa17,0
AA0xa1a,0
AA0xa1b,0
AA0xa1d,0
AA0xa1e,0
AA0xa1f,0
AA0xa22,0
AA0xa28,0
AA0xa2a,0
AA0xa2c,0
AA0xa2e,0
AA0xa2f,0
AA0xa30,0
AA0xa33,0
AA0xa34,0
AA0xa36,0
AA0xa38,0
AA0xa39,0
AA0xa3b,0
AA0xa3c,0
AA0xa3e,0
AA0xa3f,0
AA0xa40,0
AA0xa42,0
AA0xa43,0
AA0xa44,0
AA0xa46,0
AA0xa48,0
AA0xa4c,0
AA0xa4f,0
AA0xa56,0
AA0xa5a,0
AA0xa5b,0
AA0xa5e,0
AA0xa61,0
AA0xa64,0
AA0xa65,0
AA0xa66,0
AA0xa67,0
AA0xa69,0
AA0xa6c,0
AA0xa70,0
AA0xa73,0
AA0xa76,0
AA0xa79,0
AA0xa7a,0
AA0xa7b,0
AA0xa7d,0
AA0xa7e,0
AA0xa80,0
AA0xa83,0
AA0xa84,0
AA0xa89,0
AA0xa8a,0
AA0xa91,0
AA0xa94,0
AA0xa96,0
AA0xa97,0
AA0xa98,0
AA0xa9b,0
AA0xa9c,0
AA0xa9e,0
AA0xaa0,0
AA0xaa1,0
AA0xaa4,0
AA0xaa6,0
AA0xaa7,0
AA0xaa8,0
AA0xaaa,0
AA0xaac,0
AA0xaad,0
AA0xaae,0
AA0xab2,0
AA0xab3,0
AA0xab4,0
AA0xab6,0
AA0xab7,0
AA0xab8,0
AA0xaba,0
AA0xabc,0
AA0xabd,0
AA0xabf,0
AA0xac0,0
AA0xac1,0
AA0xac6,0
AA0xac7,0
AA0xac8,0
AA0xac9,0
AA0xacb,0
AA0xacc,0
AA0xacd,0
AA0xacf,0
AA0xad2,0
AA0xad4,0
AA0xad6,0
AA0xad7,0
AA0xad8,0
AA0xadb,0
AA0xadd,0
AA0xade,0
AA0xadf,0
AA0xae1,0
AA0xae2,0
AA0xae3,0
AA0xae4,0
AA0xae7,0
AA0xae8,0
AA0xaea,0
AA0xaec,0
AA0xaef,0
AA0xaf0,0
AA0xaf1,0
AA0xaf2,0
AA0xaf3,0
AA0xaf4,0
AA0xaf5,0
AA0xaf6,0
AA0xaf7,0
AA0xaf8,0
AA0xaf9,0
AA0xafe,0
AA0xb00,0
AA0xb01,0
AA0xb02,0
AA0xb05,0
AA0xb09,0
AA0xb0d,0
AA0xb0e,0
AA0xb12,0
AA0xb13,0
AA0xb14,0
AA0xb16,0
AA0xb19,0
AA0xb1a,0
AA0xb1c,0
AA0xb1d,0
AA0xb1f,0
AA0xb20,0
AA0xb21,0
AA0xb22,0
AA0xb23,0
AA0xb24,0
AA0xb27,0
AA0xb2a,0
AA0xb2b,0
AA0xb2e,0
AA0xb2f,0
AA0xb30,0
AA0xb31,0
AA0xb32,0
AA0xb34,0
AA0xb37,0
AA0xb39,0
AA0xb3a,0
AA0xb3b,0
AA0xb3c,0
AA0xb3f,0
AA0xb43,0
AA0xb45,0
AA0xb48,0
AA0xb49,0
AA0xb4a,0
AA0xb4b,0
AA0xb4c,0
AA0xb4d,0
AA0xb4e,0
AA0xb50,0
AA0xb55,0
AA0xb57,0
AA0xb5b,0
AA0xb5c,0
AA0xb5e,0
AA0xb5f,0
AA0xb60,0
AA0xb64,0
AA0xb65,0
AA0xb6b,0
AA0xb6e,0
AA0xb78,0
AA0xb7b,0
AA0xb7c,0
AA0xb80,0
AA0xb82,0
AA0xb84,0
AA0xb86,0
AA0xb89,0
AA0xb8b,0
AA0xb8d,0
AA0xb8e,0
AA0xb8f,0
AA0xb90,0
AA0xb93,0
AA0xb97,0
AA0xb9c,0
AA0xb9e,0
AA0xba1,0
AA0xba2,0
AA0xba3,0
AA0xba4,0
AA0xba7,0
AA0xba8,0
AA0xbac,0
AA0xbad,0
AA0xbae,0
AA0xbb0,0
AA0xbb3,0
AA0xbb4,0
AA0xbb7,0
AA0xbb8,0
AA0xbba,0
AA0xbbc,0
AA0xbc1,0
AA0xbc2,0
AA0xbc5,0
AA0xbc6,0
AA0xbc9,0
AA0xbcb,0
AA0xbcc,0
AA0xbce,0
AA0xbcf,0
AA0xbd0,0
AA0xbd1,0
AA0xbd3,0
AA0xbd4,0
AA0xbd5,0
AA0xbd6,0
AA0xbd7,0
AA0xbdb,0
AA0xbe4,0
AA0xbe5,0
AA0xbe9,0
AA0xbeb,0
